Date,Timestamp,Open,High,Low,Close,Volume
20200113,20:00:00,28883.41,28949.21,28859.4,28945.3,1.74828002657159
20200114,00:00:00,28945.3,28974.23,28891.23,28906.26,2.45417603648821
20200114,04:00:00,28906.26,28917.7,28870.26,28872.71,1.54404002253432
20200114,08:00:00,28872.71,28939.8,28772.81,28908.81,4.49070006722468
20200114,12:00:00,28908.81,28984.46,28870.41,28959.48,6.24156009539729
20200114,16:00:00,28959.48,29052.45,28887.91,28951.95,7.25207611221049
20200114,20:00:00,28951.95,28974.4,28887.77,28889.79,3.42961005226175
20200115,00:00:00,28889.2,28951.72,28876.2,28895.2,2.84148004422605
20200115,04:00:00,28895.2,28940.3,28884.21,28933.73,1.50084002353833
20200115,08:00:00,28933.73,28967.9,28893.86,28957.84,2.75808004289865
20200115,12:00:00,28957.84,29117.49,28883.84,29112,6.4288201014715
20200115,16:00:00,29112,29129.4,29021.93,29067.4,6.95595611097451
20200115,20:00:00,29067.4,29115.25,28967.9,29090.73,3.03672004785039
20200116,00:00:00,29090.73,29099.27,29069.29,29086.28,1.73106002593704
20200116,04:00:00,29086.28,29119,29086.24,29112.2,0.918480014195666
20200116,08:00:00,29113.21,29181.4,29112.23,29153.81,3.09864004785777
20200116,12:00:00,29153.31,29215.46,29126.89,29195.45,5.23800008045509
20200116,16:00:00,29195.45,29217.48,29176.43,29210.46,4.1953800625779
20200116,20:00:00,29210.46,29353.72,29206.94,29324.79,2.3032200345624
20200117,00:00:00,29324.79,29337.75,29301.2,29318.23,1.98650702953091
20200117,04:00:00,29318.23,29346.2,29308.74,29345.3,0.810180012573255
20200117,08:00:00,29345.3,29378.82,29342.27,29360.8,2.37887703687375
20200117,12:00:00,29360.8,29400.9,29315.91,29341.4,5.96411990304478
20200117,16:00:00,29341.4,29356.5,29291.41,29328.48,5.17961690164884
20200117,20:00:00,29328.99,29352.45,29294.4,29312.7,2.35197995549242
20200119,20:00:00,29314.76,29341.22,29296.71,29340.73,0.507359990224359
20200120,00:00:00,29340.73,29352.3,29325.75,29336.29,1.97785696266874
20200120,04:00:00,29336.29,29339.5,29293.2,29301.2,1.1178999789845
20200120,08:00:00,29300.8,29311.89,29263.83,29311.89,2.54043995126267
20200120,12:00:00,29311.31,29315.85,29288.81,29310.47,1.56927997015009
20200120,16:00:00,29310.7,29336.7,29303,29332.98,0.622339988171007
20200120,20:00:00,29332.24,29335.27,29311.78,29314.73,0.236579995689681
20200121,00:00:00,29314.73,29324.5,29192.2,29213.27,3.99615192421334
20200121,04:00:00,29213.27,29261.28,29202.74,29255.24,2.27905995666515
20200121,08:00:00,29255.24,29266.37,29183.3,29265.88,5.30291990011756
20200121,12:00:00,29265.88,29334.48,29229.91,29237.95,6.63517987490923
20200121,16:00:00,29237.95,29336.5,29147.4,29192.42,8.81633683422478
20200121,20:00:00,29193.41,29232.2,29163.99,29209.29,2.92287094843414
20200122,00:00:00,29210.26,29342,29207.5,29317.79,1.70076197390881
20200122,04:00:00,29317.79,29345.5,29310.5,29312.3,0.69508298965593
20200122,08:00:00,29312.3,29324.1,29279.83,29308.86,1.61202197534658
20200122,12:00:00,29308.86,29319.88,29236.49,29263.7,2.59456496040002
20200122,16:00:00,29263.7,29287.44,29169.7,29237.5,3.15949395175994
20200122,20:00:00,29237.5,29237.5,29110.8,29119,1.97647696979766
20200123,00:00:00,29119.74,29176.3,29108.24,29125.28,1.92615697058864
20200123,04:00:00,29126.29,29171.79,29099.27,29157.77,1.49277797726245
20200123,08:00:00,29157.77,29173.38,29123.84,29171.89,1.79958797221479
20200123,12:00:00,29171.84,29171.89,28961.5,29046.46,3.90756594073173
20200123,16:00:00,29046.42,29172.7,28977.45,29169.7,3.62317493745286
20200123,20:00:00,29169.99,29223.76,29144.43,29204.3,1.56479497084729
20200124,00:00:00,29205.22,29208.5,29154.25,29180.3,1.23968497683745
20200124,04:00:00,29180.26,29211.5,29179.3,29193.29,0.484944991021621
20200124,08:00:00,29194.29,29274.1,29189.3,29250.88,1.54468497126436
20200124,12:00:00,29251.81,29283.49,29119.48,29156.46,3.27906993962097
20200124,16:00:00,29158,29207.5,28840.42,28988.46,8.37132686959012
20200124,20:00:00,28988.46,29043.49,28909.44,28976.94,5.07865396361376
20200126,20:00:00,28735.78,28757.29,28648.8,28693.25,2.77496997955313
20200127,00:00:00,28693.25,28774.3,28683.75,28737.3,5.95799795608764
20200127,04:00:00,28737.3,28740.77,28675.5,28693.27,3.80822997169162
20200127,08:00:00,28693.27,28736.88,28467.8,28553.82,9.11165993464238
20200127,12:00:00,28553.82,28649.2,28450.48,28559.7,10.4586168626205
20200127,16:00:00,28559.7,28673.45,28501.95,28584.42,6.03096687778816
20200127,20:00:00,28584.42,28620.5,28505.49,28589.26,2.31455995322176
20200128,00:00:00,28589.26,28646.28,28565.79,28615.27,1.83611396251945
20200128,04:00:00,28615.27,28726.8,28612.24,28704,1.6692059660636
20200128,08:00:00,28704,28715.1,28549.6,28643.9,3.83300492255148
20200128,12:00:00,28646.331,28769.49,28576.42,28751.49,8.0767599123792
20200128,16:00:00,28751.99,28823.7,28715.5,28783.48,3.81036293360739
20200128,20:00:00,28783.48,28800.7,28717.3,28729.78,1.93578396929661
20200129,00:00:00,28730.3,28856.3,28706.3,28846.76,2.26303596347498
20200129,04:00:00,28846.76,28847.5,28782.8,28799.27,0.96095598431566
20200129,08:00:00,28799.27,28867.87,28763.39,28861.1,2.42655596055556
20200129,12:00:00,28861,28932.49,28721.7,28861.5,4.7184479290263
20200129,16:00:00,28861.97,28902.7,28819.49,28829.7,3.97361993930463
20200129,20:00:00,28829.92,28838.7,28734.45,28763.8,2.52849896127634
20200130,00:00:00,28764.25,28775.79,28571.3,28595.25,3.22590595006477
20200130,04:00:00,28595.24,28625.5,28479.3,28525.29,3.04897595332295
20200130,08:00:00,28526.23,28645.9,28492.85,28554.87,4.0712759372982
20200130,12:00:00,28557.475,28727.45,28486.46,28507.46,5.8814479102366
20200130,16:00:00,28507.46,28711.45,28497.7,28682.48,6.92307590072596
20200130,20:00:00,28682.48,28895.47,28674.47,28851.8,3.2353529558568
20200131,00:00:00,28852.22,28932.5,28810.78,28875.27,3.24493295553475
20200131,04:00:00,28875.74,28908,28788.27,28799.5,1.70678497574113
20200131,08:00:00,28799.23,28808.32,28637.1,28708.88,3.97339991463377
20200131,12:00:00,28709.81,28762.9,28458.7,28475.45,6.28856086642156
20200131,16:00:00,28475.45,28512.2,28256.49,28301.4,8.864119809572
20200131,20:00:00,28301.43,28321.5,28160.49,28294,2.97998093662284
20200202,20:00:00,28228,28341.8,28194.24,28314.74,0.992579979247239
20200203,00:00:00,28314.73,28487.3,28290.79,28430.28,5.31867988587328
20200203,04:00:00,28430.74,28474.24,28380.73,28407.25,2.67415994284238
20200203,08:00:00,28407.25,28433.6,28310.9,28373.38,4.25619790917131
20200203,12:00:00,28373.38,28631.7,28338.9,28550.7,5.09932391437906
20200203,16:00:00,28552.05,28578.99,28366.7,28437.7,6.54112491101478
20200203,20:00:00,28437.49,28484.45,28340,28392.79,2.16225297048743
20200204,00:00:00,28393.8,28600.26,28384.5,28572.78,3.63988794756733
20200204,04:00:00,28573.24,28646.28,28560.26,28618.27,2.38097795766589
20200204,08:00:00,28618.27,28743.6,28603.87,28724.38,3.81467990363308
20200204,12:00:00,28724.38,28878.94,28705.87,28832.43,5.88696285129743
20200204,16:00:00,28832.43,28903.97,28817.44,28856.49,4.23195989313535
20200204,20:00:00,28856.98,28876.5,28788.29,28792,2.15175994564197
20200205,00:00:00,28792,28837.78,28749.2,28802.74,3.96315989988216
20200205,04:00:00,28802.74,28822.5,28759.76,28776.75,1.8521599532105
20200205,08:00:00,28776.75,29146.4,28769.78,29045.85,6.16599984423374
20200205,12:00:00,29045.85,29142,28995.46,29081.46,6.48918383608452
20200205,16:00:00,29081.46,29264.5,29051.45,29251.99,5.07647987181554
20200205,20:00:00,29251.99,29332.76,29231.48,29288.74,2.26728194273824
20200206,00:00:00,29288.73,29436.5,29275.29,29420.24,2.8139199289144
20200206,04:00:00,29420.24,29528.3,29405.76,29492.29,3.07763992225227
20200206,08:00:00,29492.71,29501.86,29361.9,29443.36,4.14211989536125
20200206,12:00:00,29443.35,29446.88,29245.2,29329.47,5.98311984885368
20200206,16:00:00,29330.43,29407.5,29302.42,29371.5,4.93755987526674
20200206,20:00:00,29371.5,29415.28,29321.7,29402.79,1.59347995974531
20200207,00:00:00,29402.79,29409.8,29280.5,29338.79,3.47775991214439
20200207,04:00:00,29339.23,29389.23,29297.3,29336.29,2.06667494779401
20200207,08:00:00,29339.8,29359.34,29207.39,29264.35,3.62855990833486
20200207,12:00:00,29263.84,29355.39,29136.43,29183.42,7.7890398032323
20200207,16:00:00,29183.42,29240.48,29055.45,29107.5,5.37839986413019
20200207,20:00:00,29107.5,29133.49,29069.43,29095.47,1.79955995453929
20200209,20:00:00,29060.73,29118.8,28892.5,28958.27,1.25611996826774
20200210,00:00:00,28958.77,29168.25,28955.21,29096.79,4.69467988140241
20200210,04:00:00,29096.79,29133.23,29067.26,29081.25,4.11663989600493
20200210,08:00:00,29081.25,29115.81,29010.81,29085.3,6.5552798344288
20200210,12:00:00,29085.3,29225.4,28973.89,29179.99,6.67408983142764
20200210,16:00:00,29179.7,29207.95,29126.43,29201.41,5.79579988048499
20200210,20:00:00,29201.98,29293.5,29198.7,29274.74,2.11196999350068
20200211,00:00:00,29275.3,29386.5,29256.25,29370.77,3.88072990504588
20200211,04:00:00,29370.25,29390.3,29334.29,29356.24,1.89947494818625
20200211,08:00:00,29355.75,29381.36,29307.32,29351.38,4.35195984848542
20200211,12:00:00,29351.85,29437.85,29305.44,29362.99,6.10475382767618
20200211,16:00:00,29362.99,29375.48,29252.41,29272.97,7.40868996106292
20200211,20:00:00,29273.41,29325.25,29209.43,29301.8,2.17335994512541
20200212,00:00:00,29302.76,29325.25,29254.3,29319.2,2.87091992747446
20200212,04:00:00,29318.77,29365.71,29313.71,29343.8,2.50011993684166
20200212,08:00:00,29344.24,29428.9,29334.34,29400.39,3.17914997346816
20200212,12:00:00,29399.81,29536.46,29379.85,29462.46,5.11332900095294
20200212,16:00:00,29463.46,29528.45,29439.49,29510.49,4.41838991403347
20200212,20:00:00,29510.49,29574.49,29397.73,29437.28,2.55319993550074
20200213,00:00:00,29439.8,29483.29,29413.74,29438.25,3.63323990821664
20200213,04:00:00,29439.21,29461.5,29386.22,29395.24,2.42259993879998
20200213,08:00:00,29395.24,29427.88,29263.9,29331.82,6.92587982503755
20200213,12:00:00,29331.82,29455.99,29312.31,29447.7,10.0999197448546
20200213,16:00:00,29447.7,29534.4,29427.49,29508.4,8.07803979593155
20200213,20:00:00,29508.4,29518.94,29393.5,29411.75,3.99371989911015
20200214,00:00:00,29411.75,29532.78,29390.28,29490.74,4.90903987598722
20200214,04:00:00,29490.74,29510.29,29465.2,29489.79,2.8093599290296
20200214,08:00:00,29489.79,29494.87,29431.8,29468.88,4.08903989670216
20200214,12:00:00,29468.88,29499.37,29362.49,29421.49,6.77755982878443
20200214,16:00:00,29422.45,29429.7,29280.47,29336.48,4.22371989329986
20200214,20:00:00,29336.48,29412.7,29303.41,29411,1.4130799643026
20200216,20:00:00,29423.77,29476.5,29421.74,29458,0.437799988940242
20200217,00:00:00,29458,29472.3,29408.77,29458.29,1.91271995168063
20200217,04:00:00,29458.71,29488.5,29440.27,29467.28,1.20027996967838
20200217,08:00:00,29468,29481.1,29435.82,29457.1,1.40087996461079
20200217,12:00:00,29457.38,29479.98,29429.88,29469.7,1.80851995431294
20200217,16:00:00,29469.7,29480.7,29459.94,29468.9,0.589119985117577
20200217,20:00:00,29364.26,29386.76,29337.21,29364.5,1.27551996777765
20200218,00:00:00,29363.79,29366.2,29275.25,29293.24,4.55111988502904
20200218,04:00:00,29293.24,29321.78,29224.21,29234.26,2.68259993223182
20200218,08:00:00,29234.26,29302.1,29214.33,29223.9,5.58419985893124
20200218,12:00:00,29223.9,29325.4,29188.45,29220.45,7.44433781184489
20200218,16:00:00,29221.42,29254.7,29113.49,29248.43,4.60993088966609
20200218,20:00:00,29249.2,29300.21,29204.95,29298.23,1.76874995983962
20200219,00:00:00,29299.77,29329.8,29247.26,29322.22,2.23123994363414
20200219,04:00:00,29322.22,29334.3,29296.21,29318.2,2.00915994924435
20200219,08:00:00,29318.2,29318.73,29263.83,29301.85,3.8767599020648
20200219,12:00:00,29301.85,29339.5,29273.93,29326.46,5.76371985439619
20200219,16:00:00,29326.4,29409.5,29324.46,29387.43,2.53765997207665
20200219,20:00:00,29388.4,29395.79,29337.43,29392.78,1.35871996567585
20200220,00:00:00,29393.73,29444.75,29255.73,29271.29,2.74379993068578
20200220,04:00:00,29270.3,29387.76,29254.78,29373.28,1.9963599495677
20200220,08:00:00,29374.29,29375.27,29272.1,29275.4,2.68375993220252
20200220,12:00:00,29275.38,29364.48,29250.9,29325.49,3.95075990019541
20200220,16:00:00,29325.49,29327.96,28949.2,29187.44,15.0858396189142
20200220,20:00:00,29188.91,29238.98,29056.21,29077.77,4.76335987966741
20200221,00:00:00,29077.77,29167.3,29071.21,29117.76,7.36447981395759
20200221,04:00:00,29117.76,29119.3,29011.27,29026.26,4.25907989240659
20200221,08:00:00,29025.72,29109.89,28984.85,29086.82,6.86639982654015
20200221,12:00:00,29087.8,29134.82,28888.5,28961.4,10.6244797316031
20200221,16:00:00,28961.4,29071.5,28917.46,28975.48,11.7611597028881
20200221,20:00:00,28975.48,29018.7,28909.41,29004.7,3.57011990981118
20200223,20:00:00,28740.22,28763.24,28588.2,28652.8,2.69739993185794
20200224,00:00:00,28653.73,28681.27,28538.79,28588.71,6.81119982793462
20200224,04:00:00,28588.71,28620.29,28501.7,28518.29,5.05951987218577
20200224,08:00:00,28516.78,28520.37,28132.31,28258.4,12.9848396719754
20200224,12:00:00,28258.89,28318.34,28012.82,28188,12.9521196734713
20200224,16:00:00,28188,28205.48,27905.49,28176.45,15.7826426019527
20200224,20:00:00,28176.45,28218.4,27873.2,28070.78,7.36903981384239
20200225,00:00:00,28074.25,28247,28051.21,28173.8,7.42311981247622
20200225,04:00:00,28173.8,28231.29,28134.77,28211.26,4.24083989286737
20200225,08:00:00,28211.26,28220.1,27919.88,28045.82,11.0917597197986
20200225,12:00:00,28045.37,28142.85,27643.41,27742.98,15.5348516076297
20200225,16:00:00,27742.98,27771,27026.41,27190.7,24.5232453805054
20200225,20:00:00,27190.9,27301.5,26994.43,27282.79,9.85263975113048
20200226,00:00:00,27282.79,27347.79,27079.77,27287.21,12.9347996732395
20200226,04:00:00,27287.21,27294.5,27093.27,27242.2,9.68727975527872
20200226,08:00:00,27242.2,27272.81,26710.8,27102.31,16.1816795912164
20200226,12:00:00,27102.31,27539.42,27012.88,27452.46,16.1775705921062
20200226,16:00:00,27451.9,27521.5,26890.43,26926.43,26.0542393418145
20200226,20:00:00,26926.43,27108.97,26787.8,26873.27,10.6995597297064
20200227,00:00:00,26873.27,26906.21,26566.71,26585.7,14.5761576318198
20200227,04:00:00,26585.7,26828.71,26482.26,26740.29,12.0910796945536
20200227,08:00:00,26740.29,26873.85,26618.31,26641.84,14.0935996439657
20200227,12:00:00,26644.31,26692.81,25993.41,26419.48,21.1617194654245
20200227,16:00:00,26419.48,26773.47,26196.93,26206.41,29.4045992571919
20200227,20:00:00,26206.41,26300.47,25389.27,25649.77,12.5769196822803
20200228,00:00:00,25650.22,25774.8,25286.25,25498.78,16.0595995943004
20200228,04:00:00,25498.78,25545.73,25102.25,25316.21,17.2173595650966
20200228,08:00:00,25316.21,25473.39,24881.34,25250.33,18.3589615362282
20200228,12:00:00,25245.34,25515.33,24685.41,25003.43,20.2500914893103
20200228,16:00:00,25003.43,25494.43,24766.46,25070.48,26.9124803201918
20200228,20:00:00,25072.93,25680.91,24755.44,25545.7,6.75132282957827
20200301,20:00:00,25124.25,25161.27,24863.28,25098.78,3.56147991002945
20200302,00:00:00,25098.78,25710.29,25049.7,25589.2,17.7216155523147
20200302,04:00:00,25589.2,25931.23,25443.27,25887.73,12.679275679739
20200302,08:00:00,25887.73,26007.39,25017.31,25052.39,21.3139194615651
20200302,12:00:00,25055.1,25853.2,25044.38,25729.5,21.9716924449486
20200302,16:00:00,25730,26250.97,25682.45,25934.49,22.5433704312053
20200302,20:00:00,25934.49,26725.2,25922.49,26664.5,10.6778397302551
20200303,00:00:00,26664.5,26760.75,26505.26,26605.3,11.6150417065794
20200303,04:00:00,26604.2,26615,26318.22,26593.5,10.6381197313167
20200303,08:00:00,26589.72,26819.87,26453.6,26623.89,17.2560395640758
20200303,12:00:00,26626.6,27075.47,26340.42,26744.94,27.0256793172739
20200303,16:00:00,26743.7,26767.9,25703.95,25999.47,30.6446242260996
20200303,20:00:00,26001.5,26222.48,25724.26,25838.8,9.62687975818699
20200304,00:00:00,25837.5,26278.3,25826.2,26243,10.2239997418947
20200304,04:00:00,26241.78,26366.27,26172,26321.5,8.93122077437965
20200304,08:00:00,26317.74,26515.31,26219.34,26509.35,12.3423406882069
20200304,12:00:00,26506.9,26641.37,26284.7,26392.48,19.6996775025233
20200304,16:00:00,26393.9,26829.43,26342.91,26773.2,21.882639447198
20200304,20:00:00,26772,27094,26760.98,26927.24,8.34243978925224
20200305,00:00:00,26927.24,26930.75,26747.71,26750.21,8.46723978609953
20200305,04:00:00,26749.8,26907,26716.71,26774.73,6.779199828743
20200305,08:00:00,26775.25,26779.21,26453.82,26534.9,13.123445668474
20200305,12:00:00,26535.32,26574.83,26248.41,26424.92,19.6269595041813
20200305,16:00:00,26425.45,26634.46,26038.44,26114.96,26.4447593319492
20200305,20:00:00,26113,26207.27,25940.94,26206.5,10.1428797437693
20200306,00:00:00,26207.28,26303.73,25782.7,25802.76,13.0315996707941
20200306,04:00:00,25801.21,25944.23,25727.72,25846.24,10.1569197434146
20200306,08:00:00,25846.78,25951.9,25382.6,25491.3,17.9702505460335
20200306,12:00:00,25491.9,25784.48,25216.33,25720.45,24.759788374865
20200306,16:00:00,25720.45,25787.7,25278.93,25312.47,27.5946393029008
20200306,20:00:00,25312.47,25994.43,25249,25818.44,9.8146917520603
20200308,20:00:00,25214.73,25241,24663.5,24694,6.52211983523739
20200309,00:00:00,24694.25,24805.26,24551.71,24610.3,7.63991980699939
20200309,04:00:00,24610.76,24653.5,24551.7,24551.7,1.49449996224621
20200309,08:00:00,24552.39,24579.86,24552.39,24555.84,0.0407199989713263
20200309,12:00:00,23586.42,24679.2,23571.92,24548.97,12.9379196731752
20200309,16:00:00,24547.48,24650.48,23700.43,23836.5,27.8633592961269
20200309,20:00:00,23830.91,24436.76,23461.79,24344.73,8.53043978450296
20200310,00:00:00,24344.73,24603.5,24075.21,24523.79,13.2371596656012
20200310,04:00:00,24522.29,24797.24,24438.38,24493.33,11.5418027084296
20200310,08:00:00,24493.33,25034.37,24392.86,24827.89,14.5043086336055
20200310,12:00:00,24826.89,24895.81,23682.93,23849.45,27.603639302688
20200310,16:00:00,23849.45,25024.49,23849.45,25024.49,30.9362392184848
20200310,20:00:00,25021.4,25055.97,24432.24,24562.72,6.54751983459573
20200311,00:00:00,24567.5,24695.2,24295.7,24450.77,11.4378397110559
20200311,04:00:00,24451.29,24452.73,24153.7,24434.37,9.54767975880532
20200311,08:00:00,24433.82,24651.86,24190.6,24290.32,13.4310806607024
20200311,12:00:00,24290.32,24463.4,23863.96,23995.43,25.509361355623
20200311,16:00:00,23996.94,24229.96,23321.46,23542.98,27.7001993002341
20200311,20:00:00,23544.42,23869.3,23472,23526.76,5.75952685453137
20200312,00:00:00,23527.29,23604.23,22350.75,22485.8,13.6811196544004
20200312,04:00:00,22482.5,22920.25,22433.3,22580.36,9.52095975953853
20200312,08:00:00,22580.36,22705.31,22361.3,22361.38,8.8820397756208
20200312,12:00:00,21904.4,22046.94,21239.4,21500.45,7.93145380765611
20200312,16:00:00,21500.45,22855.43,21130.48,21152.46,19.6196375084606
20200312,20:00:00,21155.46,21296.97,20629.26,20840.5,5.3696398660104
20200313,00:00:00,20839.26,21067.28,20404.29,20451.78,8.20355979455053
20200313,04:00:00,20449.72,22109.89,20428.71,21920.86,11.7184797077934
20200313,08:00:00,21914.8,22230.39,21543.31,22211.84,10.3743997380516
20200313,12:00:00,22397.94,22525.41,21269.43,21573.4,14.1535596424801
20200313,16:00:00,21572.9,23154.98,21402.42,23154.98,19.0534395187278
20200313,20:00:00,23152.9,23173.99,22986.45,23056.92,1.42303996405099
20200315,20:00:00,22770.77,22793,21991.71,21991.76,0.854599978410988
20200316,12:00:00,20593.46,21794.2,20455.49,21555.9,14.8181196256919
20200316,16:00:00,21557.97,21656.4,20083.99,20156.4,25.3959703584586
20200316,20:00:00,20150.93,20784.26,20150.5,20689.77,5.97083984932397
20200317,00:00:00,20686.5,21239.76,20426.71,21117.73,5.68075985710311
20200317,04:00:00,21117.29,21241.1,20957.79,21235.89,2.17239994546981
20200317,08:00:00,21145.86,21145.86,20137.1,20457.39,12.5179996841762
20200317,12:00:00,20459.35,20924.97,19881.49,20910.97,20.9164814745893
20200317,16:00:00,20907.97,21376.94,20487.94,21297.41,20.5581614863906
20200317,20:00:00,21302.5,21312.4,20262.77,20385.27,6.39762583886318
20200318,00:00:00,20383.79,20702.27,20270.73,20368.77,10.0454797462298
20200318,04:00:00,20369.5,20433.21,20155.78,20155.78,1.89199995220406
20200318,12:00:00,19948.09,20484.06,19797.52,20070.05,14.6459626300992
20200318,16:00:00,20073.04,20086.01,18898.52,19932.8,21.6542394529679
20200318,20:00:00,19930.6,20516.27,19635.08,20357,8.34727978912997
20200319,00:00:00,20357.73,20471.22,18987.72,19032.21,12.7207196786476
20200319,04:00:00,19026.23,19955.65,18963.2,19620.1,7.2870398160303
20200319,08:00:00,19628.69,20129.63,19375.13,19433.7,11.3998797120148
20200319,12:00:00,19434.69,20421.3,19176.8,20081.54,15.9498905983845
20200319,16:00:00,20082.01,20441.08,19829.6,20071.6,2.67625493508729
20200319,20:00:00,20076.6,20076.6,19537.24,19761.24,0.285998993361659
20200320,00:00:00,19764,20025.5,19605.73,19878.29,0.613635986096142
20200320,04:00:00,19878.26,20609.65,19869.24,20589.65,0.458948989621717
20200320,08:00:00,20590.4,21014.17,20368.7,20554.64,0.655883985161836
20200320,12:00:00,20556.64,20664.65,19881.09,20106.06,1.23716497193539
20200320,16:00:00,20106.06,20151.5,19094.05,19172.3,1.44262497202328
20200320,20:00:00,19183.06,19288.58,19110.59,19162.53,0.0920419978867812
20200322,20:00:00,18379.27,18457.23,18185.7,18316.28,0.0918739978690155
20200323,00:00:00,18316.74,18558.77,18165.79,18348.3,0.772828982187207
20200323,04:00:00,18348.28,18628.9,18209.8,18442.19,0.505715988209431
20200323,08:00:00,18442.12,18765.66,18315.66,18547.62,0.691729983599771
20200323,12:00:00,18546.65,19921.18,18215.59,18401.54,17.4822505594137
20200323,16:00:00,18401.54,19119.53,18267.51,18583.6,24.7215993754799
20200323,20:00:00,18588.55,19138,18455.58,18861.78,7.43211981224886
20200324,00:00:00,18858.8,19392.27,18760.77,19094.74,12.2855996896396
20200324,04:00:00,19094.74,19481.7,19037.77,19409.16,10.906999724466
20200324,08:00:00,19409.16,19542.9,19282.16,19459.1,8.36307978873083
20200324,12:00:00,19459.1,20236.09,19280.16,20234.02,18.5261195319908
20200324,16:00:00,20234.02,20714.8,19872,20672.8,22.7714574248569
20200324,20:00:00,20674.52,21063.5,20545.78,20630.5,0.454631989156951
20200325,00:00:00,20630.29,20783.3,20474.78,20561.3,0.623677985128552
20200325,04:00:00,20562.5,21283.2,20403.26,21232.66,0.72459898278737
20200325,08:00:00,21233.16,21558.17,20482.13,20682.17,1.04829997517982
20200325,12:00:00,20682.17,21423.6,20541.8,21260.55,6.70450283367188
20200325,16:00:00,21261.04,22023.1,21099.6,21197.01,21.6278704625176
20200325,20:00:00,21197.01,21395.79,21104.28,21230.72,5.37727986415848
