Date,Timestamp,Open,High,Low,Close,Volume
20220807,22:00:00,32806.739,32807.199,32738.219,32772.209,0.0451940013663261
20220807,22:15:00,32771.709,32775.789,32747.739,32755.249,0.0311520009418018
20220807,22:30:00,32755.739,32768.239,32709.759,32710.279,0.0412200008140644
20220807,22:45:00,32711.279,32725.289,32711.219,32724.749,0.0289960002264706
20220807,23:00:00,32724.757,32733.997,32720.749,32724.499,0.0317240002477774
20220807,23:15:00,32725.279,32732.249,32717.779,32726.749,0.0282040002202848
20220807,23:30:00,32728.749,32728.779,32713.199,32721.699,0.035640000278363
20220807,23:45:00,32722.279,32731.499,32714.699,32716.799,0.0501160003914265
20220808,00:00:00,32717.229,32757.789,32711.709,32757.259,0.0858000006701332
20220808,00:15:00,32757.277,32779.499,32751.699,32759.269,0.0724680005660048
20220808,00:30:00,32759.779,32764.997,32737.709,32748.299,0.0524040004092967
20220808,00:45:00,32748.769,32760.797,32742.279,32746.759,0.0554840004333528
20220808,01:00:00,32747.279,32747.299,32733.289,32740.199,0.0587400004587835
20220808,01:15:00,32740.207,32743.499,32711.299,32734.299,0.0565840004419442
20220808,01:30:00,32734.799,32745.497,32725.299,32740.249,0.0621720004855888
20220808,01:45:00,32741.289,32754.499,32737.699,32751.219,0.0622160004859325
20220808,02:00:00,32751.267,32765.999,32745.229,32764.279,0.0551320004306035
20220808,02:15:00,32765.219,32782.199,32762.219,32774.289,0.0685080005350756
20220808,02:30:00,32774.247,32787.779,32769.229,32776.209,0.0562030004402914
20220808,02:45:00,32776.779,32780.219,32769.229,32776.249,0.0386760003020754
20220808,03:00:00,32776.729,32780.299,32769.279,32778.249,0.039116000305512
20220808,03:15:00,32778.237,32787.737,32776.289,32784.999,0.0463760003622156
20220808,03:30:00,32784.757,32793.997,32778.219,32779.219,0.0380600002972642
20220808,03:45:00,32780.499,32782.499,32764.699,32765.999,0.0377960002952022
20220808,04:00:00,32765.199,32777.499,32765.199,32777.249,0.0291720002278453
20220808,04:15:00,32777.747,32783.999,32767.719,32770.769,0.0300080002343748
20220808,04:30:00,32771.289,32776.249,32767.699,32769.289,0.0241560001886683
20220808,04:45:00,32769.799,32790.709,32768.239,32786.749,0.035772000279394
20220808,05:00:00,32786.717,32813.499,32783.769,32811.269,0.045672000356717
20220808,05:15:00,32812.269,32821.499,32806.749,32808.219,0.047608000371838
20220808,05:30:00,32807.739,32814.297,32797.749,32799.199,0.0503360003931448
20220808,05:45:00,32799.719,32816.999,32798.279,32813.199,0.0434720003395341
20220808,06:00:00,32813.719,32821.797,32806.699,32817.209,0.0404379995234194
20220808,06:15:00,32817.759,32841.499,32814.199,32839.299,0.0475539993567509
20220808,06:30:00,32839.267,32840.499,32830.249,32835.749,0.0419119994330686
20220808,06:45:00,32836.299,32877.499,32834.759,32871.739,0.0498479993257206
20220808,07:00:00,32871.777,32933.299,32869.079,32913.079,0.101318998629722
20220808,07:15:00,32913.027,32916.049,32897.039,32906.039,0.0687889990695112
20220808,07:30:00,32908.039,32916.799,32876.599,32879.019,0.0700599990523187
20220808,07:45:00,32879.499,32904.537,32878.549,32897.499,0.0585589992078894
20220808,08:00:00,32897.517,32915.299,32861.519,32861.519,0.0628679991496028
20220808,08:15:00,32861.557,32868.039,32850.519,32860.079,0.0636739991387003
20220808,08:30:00,32860.569,32876.299,32859.499,32867.029,0.050002999323624
20220808,08:45:00,32866.997,32873.579,32853.009,32858.599,0.0451159993899637
20220808,09:00:00,32859.049,32881.097,32846.569,32849.009,0.0513359993055928
20220808,09:15:00,32850.799,32856.589,32840.069,32848.509,0.0503129993194307
20220808,09:30:00,32848.587,32860.597,32847.069,32859.009,0.0407959994481644
20220808,09:45:00,32859.087,32871.799,32855.999,32868.799,0.0395869994645182
20220808,10:00:00,32870.069,32888.597,32864.529,32880.539,0.0511809993076895
20220808,10:15:00,32881.009,32894.549,32878.509,32888.029,0.0329639995543403
20220808,10:30:00,32888.019,32943.087,32887.009,32937.559,0.0530099992829491
20220808,10:45:00,32937.537,32951.599,32931.049,32951.019,0.0479569993512996
20220808,11:00:00,32951.509,32951.517,32922.009,32924.019,0.274650004073919
20220808,11:15:00,32924.799,32927.299,32913.009,32914.019,0.275760004180484
20220808,11:30:00,32914.559,32922.599,32911.029,32921.499,0.259020003926707
20220808,11:45:00,32921.577,32964.089,32920.999,32951.299,0.291240004415158
20220808,12:00:00,32952.009,32962.799,32946.029,32949.039,0.362520005495753
20220808,12:15:00,32948.997,32964.079,32937.799,32956.579,0.342420005181339
20220808,12:30:00,32956.597,32963.599,32945.529,32962.519,0.350820005318383
